ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId,Deadline
3115,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Senior,8,2025-03-09 00:00:00,1,1092,1,1,2026-07-09 00:00:00
1308,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,8,2025-09-25 00:00:00,1,1421,3,16,2025-12-14 00:00:00
2030,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Mid,10,2025-05-05 00:00:00,1,191,2,9,2026-06-17 00:00:00
566,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Senior,7,2025-10-08 00:00:00,1,265,1,6,2026-02-03 00:00:00
2914,Computer Vision for Beginners,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Junior,18,2025-08-09 00:00:00,1,351,2,9,2025-11-08 00:00:00
2833,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Beginner,24,2025-04-20 00:00:00,1,357,2,9,2025-10-10 21:02:00
2585,Career Coaching for Beginners,This mentorship focuses on Career Coaching with practical applications.,Available,,senior,Junior,5,2025-09-10 00:00:00,1,1099,4,22,2026-06-18 00:00:00
28,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Beginner,6,2025-02-06 00:00:00,1,1016,3,16,2026-06-02 00:00:00
2554,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Beginner,7,2025-03-05 00:00:00,1,1153,2,9,2026-05-29 00:00:00
2637,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Mid,8,2024-07-07 00:00:00,1,1252,1,4,2025-12-07 00:00:00
499,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Senior,8,2025-09-27 00:00:00,1,192,1,2,2026-07-07 00:00:00
620,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Junior,7,2025-09-26 00:00:00,1,1350,2,11,2026-07-04 00:00:00
563,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Junior,10,2025-08-04 00:00:00,1,265,1,5,2025-08-09 00:00:00
2406,Data Science for Real Projects,This mentorship focuses on Data Science with practical applications.,Available,,graduate,Junior,8,2025-06-10 00:00:00,1,458,2,12,2025-07-18 00:00:00
1341,Hands-on Data Science Training,This mentorship focuses on Data Science with practical applications.,Available,,senior,Mid,6,2025-01-22 00:00:00,1,532,2,12,2026-07-02 00:00:00
2912,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Junior,6,2024-07-15 00:00:00,1,351,2,13,2024-08-31 00:00:00
136,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Mid,5,2025-04-28 00:00:00,1,1374,1,3,2025-06-21 00:00:00
787,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Beginner,7,2025-08-17 00:00:00,1,727,2,7,2026-06-11 00:00:00
1427,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Junior,7,2025-09-22 00:00:00,1,564,1,3,2026-06-30 00:00:00
1339,Entrepreneurship for Real Projects,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Mid,7,2024-04-23 00:00:00,1,33,4,23,2026-06-14 00:00:00
1403,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Junior,3,2025-06-29 00:00:00,1,917,1,4,2026-06-06 00:00:00
1352,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Beginner,10,2025-02-15 00:00:00,1,182,1,1,2025-05-07 00:00:00
184,Introduction to Product Management,This mentorship focuses on Product Management with practical applications.,Available,,senior,Beginner,7,2025-04-30 00:00:00,1,198,4,19,2026-06-20 00:00:00
1315,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Senior,8,2025-07-02 00:00:00,1,1428,1,4,2026-06-02 00:00:00
683,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,graduate,Mid,9,2025-09-05 00:00:00,1,444,1,6,2026-06-13 00:00:00
154,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Junior,9,2025-07-13 00:00:00,1,534,2,8,2025-09-02 00:00:00
3056,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,7,2025-03-23 00:00:00,1,1443,1,5,2026-06-21 00:00:00
2666,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Beginner,3,2025-05-19 00:00:00,1,744,1,4,2025-10-12 00:00:00
2929,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Junior,8,2025-01-05 00:00:00,1,689,3,15,2025-03-02 00:00:00
1278,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,senior,Junior,10,2025-09-19 00:00:00,1,1054,3,18,2025-11-28 00:00:00
1105,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Beginner,12,2025-09-08 00:00:00,1,1018,1,5,2025-12-08 00:00:00
1550,Career Coaching for Beginners,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Mid,10,2025-08-30 00:00:00,1,690,4,22,2025-10-27 00:00:00
2280,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,10,2024-12-05 00:00:00,1,141,1,6,2026-07-02 00:00:00
515,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Junior,8,2025-04-11 00:00:00,1,693,1,3,2025-05-06 00:00:00
1149,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Mid,8,2025-08-09 00:00:00,1,61,1,4,2026-07-07 00:00:00
2879,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Mid,7,2025-10-08 00:00:00,1,1206,3,14,2026-07-09 00:00:00
2719,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Beginner,8,2025-10-08 00:00:00,1,1175,3,15,2026-01-01 00:00:00
2098,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,4,2024-11-04 00:00:00,1,511,1,5,2026-07-01 00:00:00
388,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Junior,6,2025-05-01 00:00:00,1,1239,3,16,2025-08-09 09:36:00
2161,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Junior,7,2025-10-15 00:00:00,1,1131,1,5,2026-04-04 00:00:00
625,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,senior,Junior,9,2025-04-29 00:00:00,1,799,3,18,2025-07-08 00:00:00
3128,Hands-on Business Analysis Training,This mentorship focuses on Business Analysis with practical applications.,Available,,senior,Beginner,8,2025-08-31 00:00:00,1,345,4,20,2025-11-02 00:00:00
1983,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,sophomore,Junior,10,2025-09-17 00:00:00,1,656,2,13,2026-07-03 00:00:00
1720,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Beginner,18,2025-06-04 00:00:00,1,978,3,15,2025-09-04 18:04:00
2245,Project Management for Beginners,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Mid,10,2025-01-24 00:00:00,1,543,4,21,2025-09-09 00:00:00
925,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,7,2024-04-28 00:00:00,1,1083,1,5,2024-07-22 00:00:00
1944,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,6,2024-11-19 00:00:00,1,223,1,6,2026-05-12 00:00:00
2991,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,6,2023-12-11 00:00:00,1,720,1,5,2026-07-10 00:00:00
3134,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,graduate,Junior,8,2025-01-25 00:00:00,1,76,3,18,2025-03-20 00:00:00
3072,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,graduate,Senior,7,2024-10-16 00:00:00,1,1154,2,10,2026-06-06 00:00:00
853,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Beginner,8,2025-08-22 00:00:00,1,69,2,7,2025-11-16 00:00:00
1144,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Beginner,12,2024-11-23 00:00:00,1,753,2,11,2025-02-18 00:00:00
1371,Project Management for Beginners,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Beginner,10,2025-01-01 00:00:00,1,383,4,21,2026-06-14 00:00:00
618,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,freshman,Mid,6,2025-08-12 00:00:00,1,1350,2,12,2026-06-05 00:00:00
2731,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Senior,8,2025-08-22 00:00:00,1,860,1,3,2026-06-04 00:00:00
2766,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Beginner,9,2025-07-23 00:00:00,1,525,2,9,2025-10-23 00:00:00
1042,Introduction to Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Junior,12,2025-09-28 00:00:00,1,96,2,9,2025-12-19 00:00:00
3053,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,11,2025-09-30 00:00:00,1,982,1,6,2025-12-14 00:00:00
1746,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Mid,7,2025-09-03 00:00:00,1,1401,3,16,2026-03-13 00:00:00
215,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Senior,5,2024-11-01 00:00:00,1,868,1,1,2026-07-03 00:00:00
766,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,senior,Junior,8,2025-04-10 00:00:00,1,865,1,6,2025-06-28 00:00:00
1848,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Junior,8,2025-02-10 00:00:00,1,173,1,5,2025-05-04 00:00:00
2310,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Senior,6,2024-11-26 00:00:00,1,958,3,16,2026-06-07 00:00:00
971,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,8,2025-10-04 00:00:00,1,894,1,4,2025-12-18 00:00:00
327,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Mid,9,2025-07-07 00:00:00,1,451,1,3,2025-09-30 00:00:00
3057,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,10,2025-04-10 00:00:00,1,1443,1,5,2026-06-15 00:00:00
246,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Senior,10,2025-07-11 00:00:00,1,612,1,5,2026-06-16 00:00:00
2051,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Mid,3,2025-02-20 00:00:00,1,827,1,5,2026-07-06 00:00:00
51,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Mid,8,2025-04-29 00:00:00,1,1305,1,2,2026-06-11 00:00:00
2352,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Junior,5,2025-09-03 00:00:00,1,838,2,11,2025-11-30 00:00:00
2084,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Beginner,10,2025-10-15 00:00:00,1,146,1,6,2026-06-11 00:00:00
2132,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Junior,10,2025-09-17 00:00:00,1,411,1,1,2025-12-04 00:00:00
2429,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Junior,6,2025-10-10 00:00:00,1,987,2,8,2026-07-11 00:00:00
1782,Mastering Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Junior,8,2025-09-08 00:00:00,1,356,3,17,2026-07-08 00:00:00
2620,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,graduate,Beginner,5,2025-07-30 00:00:00,1,963,3,18,2026-06-14 00:00:00
1215,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Mid,7,2025-10-07 00:00:00,1,3,1,5,2026-02-14 00:00:00
3119,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Senior,5,2025-02-06 00:00:00,1,1397,1,4,2026-06-29 00:00:00
